,0,Synonym %,Model ID,loss,acc,f1,precision,recall,mcc,auc,runtime,samples_per_second,steps_per_second,epoch
96,eraser_movie_10_synonym_1_2,1,2,1.2210825681686401,0.53125,0.06249999999999999,0.75,0.03260869565217391,0.07907887840742156,0.6763043478260868,1.9929,100.358,6.523,2.0
77,eraser_movie_10_synonym_1_3,1,3,1.2261642217636108,0.53125,0.06249999999999999,0.75,0.03260869565217391,0.07907887840742156,0.7844565217391305,1.9755,101.241,6.581,2.0
92,eraser_movie_10_synonym_1_4,1,4,1.2839713096618652,0.5260416666666666,0.042105263157894736,0.6666666666666666,0.021739130434782608,0.04728662437434604,0.6889130434782609,1.9783,101.098,6.571,2.0
31,eraser_movie_10_synonym_1_5,1,5,1.361806869506836,0.53125,0.06249999999999999,0.75,0.03260869565217391,0.07907887840742156,0.6815217391304349,1.9783,101.099,6.571,2.0
58,eraser_movie_10_synonym_1_6,1,6,1.1670926809310913,0.5520833333333334,0.12244897959183672,1.0,0.06521739130434782,0.18725147156828456,0.7434782608695653,1.9815,100.933,6.561,2.0
99,eraser_movie_10_synonym_1_7,1,7,1.2161506414413452,0.53125,0.06249999999999999,0.75,0.03260869565217391,0.07907887840742156,0.6443478260869565,1.976,101.216,6.579,2.0
29,eraser_movie_10_synonym_1_8,1,8,1.2320283651351929,0.53125,0.09999999999999999,0.625,0.05434782608695652,0.06086956521739131,0.6594565217391305,1.9707,101.485,6.597,2.0
97,eraser_movie_10_synonym_1_9,1,9,1.1996797323226929,0.5416666666666666,0.13725490196078433,0.7,0.07608695652173914,0.10361824896875171,0.6798913043478261,1.9893,100.538,6.535,2.0
66,eraser_movie_10_synonym_1_10,1,10,1.2130686044692993,0.5208333333333334,0.021276595744680847,0.5,0.010869565217391304,0.004278625498405581,0.6595652173913045,1.9754,101.247,6.581,2.0
24,eraser_movie_10_synonym_1_11,1,11,1.203168511390686,0.5520833333333334,0.12244897959183672,1.0,0.06521739130434782,0.18725147156828456,0.6913043478260869,1.9811,100.954,6.562,2.0
59,eraser_movie_10_synonym_1_12,1,12,1.298978328704834,0.5260416666666666,0.042105263157894736,0.6666666666666666,0.021739130434782608,0.04728662437434604,0.672391304347826,1.9661,101.726,6.612,2.0
81,eraser_movie_10_synonym_1_13,1,13,1.1369246244430542,0.53125,0.06249999999999999,0.75,0.03260869565217391,0.07907887840742156,0.6471739130434782,1.9855,100.729,6.547,2.0
16,eraser_movie_10_synonym_1_14,1,14,1.3647464513778687,0.53125,0.06249999999999999,0.75,0.03260869565217391,0.07907887840742156,0.7229347826086957,2.0029,99.854,6.49,2.0
4,eraser_movie_10_synonym_1_15,1,15,1.2161506414413452,0.53125,0.06249999999999999,0.75,0.03260869565217391,0.07907887840742156,0.6443478260869565,1.9709,101.476,6.596,2.0
62,eraser_movie_10_synonym_1_16,1,16,1.2320283651351929,0.53125,0.09999999999999999,0.625,0.05434782608695652,0.06086956521739131,0.6594565217391305,1.9819,100.915,6.559,2.0
7,eraser_movie_10_synonym_1_17,1,17,1.1996797323226929,0.5416666666666666,0.13725490196078433,0.7,0.07608695652173914,0.10361824896875171,0.6798913043478261,2.0041,99.795,6.487,2.0
26,eraser_movie_10_synonym_1_18,1,18,1.2130686044692993,0.5208333333333334,0.021276595744680847,0.5,0.010869565217391304,0.004278625498405581,0.6595652173913045,1.9658,101.741,6.613,2.0
56,eraser_movie_10_synonym_1_19,1,19,1.203168511390686,0.5520833333333334,0.12244897959183672,1.0,0.06521739130434782,0.18725147156828456,0.6913043478260869,1.9704,101.503,6.598,2.0
75,eraser_movie_10_synonym_2_0,2,0,1.294115424156189,0.5260416666666666,0.042105263157894736,0.6666666666666666,0.021739130434782608,0.04728662437434604,0.6573913043478261,1.9632,101.874,6.622,2.0
65,eraser_movie_10_synonym_2_1,2,1,1.1335874795913696,0.53125,0.06249999999999999,0.75,0.03260869565217391,0.07907887840742156,0.6819565217391305,1.976,101.216,6.579,2.0
86,eraser_movie_10_synonym_2_2,2,2,1.4469152688980103,0.5260416666666666,0.042105263157894736,0.6666666666666666,0.021739130434782608,0.04728662437434604,0.6880434782608696,1.9615,101.963,6.628,2.0
0,eraser_movie_10_synonym_2_3,2,3,1.2210015058517456,0.53125,0.06249999999999999,0.75,0.03260869565217391,0.07907887840742156,0.6634782608695652,1.949,102.619,6.67,2.0
37,eraser_movie_10_synonym_2_4,2,4,1.1987239122390747,0.5416666666666666,0.1020408163265306,0.8333333333333334,0.05434782608695652,0.1273310006664335,0.6869565217391305,1.98,101.008,6.566,2.0
76,eraser_movie_10_synonym_2_5,2,5,1.4134989976882935,0.5260416666666666,0.06185567010309278,0.6,0.03260869565217391,0.03955107299466176,0.6994565217391304,1.9928,100.359,6.523,2.0
2,eraser_movie_10_synonym_2_6,2,6,1.2339774370193481,0.5260416666666666,0.042105263157894736,0.6666666666666666,0.021739130434782608,0.04728662437434604,0.6417391304347826,1.9774,101.142,6.574,2.0
33,eraser_movie_10_synonym_2_7,2,7,1.2165387868881226,0.5364583333333334,0.06315789473684211,1.0,0.03260869565217391,0.13135173437318343,0.6730434782608695,1.9649,101.788,6.616,2.0
85,eraser_movie_10_synonym_2_8,2,8,1.294115424156189,0.5260416666666666,0.042105263157894736,0.6666666666666666,0.021739130434782608,0.04728662437434604,0.6573913043478261,1.9682,101.613,6.605,2.0
61,eraser_movie_10_synonym_2_9,2,9,1.1335874795913696,0.53125,0.06249999999999999,0.75,0.03260869565217391,0.07907887840742156,0.6819565217391305,1.962,101.937,6.626,2.0
49,eraser_movie_10_synonym_2_10,2,10,1.4469152688980103,0.5260416666666666,0.042105263157894736,0.6666666666666666,0.021739130434782608,0.04728662437434604,0.6880434782608696,1.9645,101.809,6.618,2.0
21,eraser_movie_10_synonym_2_11,2,11,1.2210015058517456,0.53125,0.06249999999999999,0.75,0.03260869565217391,0.07907887840742156,0.6634782608695652,1.9633,101.869,6.622,2.0
35,eraser_movie_10_synonym_2_12,2,12,1.1987239122390747,0.5416666666666666,0.1020408163265306,0.8333333333333334,0.05434782608695652,0.1273310006664335,0.6869565217391305,1.9798,101.019,6.566,2.0
46,eraser_movie_10_synonym_2_13,2,13,1.4134989976882935,0.5260416666666666,0.06185567010309278,0.6,0.03260869565217391,0.03955107299466176,0.6994565217391304,1.9985,100.075,6.505,2.0
32,eraser_movie_10_synonym_2_14,2,14,1.2339774370193481,0.5260416666666666,0.042105263157894736,0.6666666666666666,0.021739130434782608,0.04728662437434604,0.6417391304347826,1.9663,101.713,6.611,2.0
89,eraser_movie_10_synonym_2_15,2,15,1.2165387868881226,0.5364583333333334,0.06315789473684211,1.0,0.03260869565217391,0.13135173437318343,0.6730434782608695,1.977,101.164,6.576,2.0
34,eraser_movie_10_synonym_2_16,2,16,1.294115424156189,0.5260416666666666,0.042105263157894736,0.6666666666666666,0.021739130434782608,0.04728662437434604,0.6573913043478261,1.9735,101.34,6.587,2.0
10,eraser_movie_10_synonym_2_17,2,17,1.1335874795913696,0.53125,0.06249999999999999,0.75,0.03260869565217391,0.07907887840742156,0.6819565217391305,1.9816,100.929,6.56,2.0
70,eraser_movie_10_synonym_2_18,2,18,1.4469152688980103,0.5260416666666666,0.042105263157894736,0.6666666666666666,0.021739130434782608,0.04728662437434604,0.6880434782608696,1.969,101.572,6.602,2.0
12,eraser_movie_10_synonym_2_19,2,19,1.2210015058517456,0.53125,0.06249999999999999,0.75,0.03260869565217391,0.07907887840742156,0.6634782608695652,1.9823,100.895,6.558,2.0
69,eraser_movie_10_synonym_5_0,5,0,1.164325475692749,0.5364583333333334,0.06315789473684211,1.0,0.03260869565217391,0.13135173437318343,0.6869565217391304,1.9705,101.497,6.597,2.0
87,eraser_movie_10_synonym_5_1,5,1,1.2558505535125732,0.546875,0.10309278350515463,1.0,0.05434782608695652,0.17047876290802483,0.6617391304347825,1.9629,101.892,6.623,2.0
9,eraser_movie_10_synonym_5_2,5,2,1.245121717453003,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.6582608695652172,1.9882,100.593,6.539,2.0
57,eraser_movie_10_synonym_5_3,5,3,1.3023412227630615,0.5416666666666666,0.08333333333333333,1.0,0.043478260869565216,0.15207476616811838,0.6552173913043478,1.9824,100.888,6.558,2.0
25,eraser_movie_10_synonym_5_4,5,4,1.2929641008377075,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.641195652173913,1.9626,101.905,6.624,2.0
83,eraser_movie_10_synonym_5_5,5,5,1.171378254890442,0.53125,0.06249999999999999,0.75,0.03260869565217391,0.07907887840742156,0.6619565217391304,1.9761,101.207,6.578,2.0
98,eraser_movie_10_synonym_5_6,5,6,1.3992468118667603,0.53125,0.06249999999999999,0.75,0.03260869565217391,0.07907887840742156,0.6680434782608696,1.9813,100.942,6.561,2.0
55,eraser_movie_10_synonym_5_7,5,7,1.127996802330017,0.5260416666666666,0.02150537634408602,1.0,0.010869565217391304,0.07543786742456422,0.6430434782608695,1.9781,101.109,6.572,2.0
20,eraser_movie_10_synonym_5_8,5,8,1.164325475692749,0.5364583333333334,0.06315789473684211,1.0,0.03260869565217391,0.13135173437318343,0.6869565217391304,1.9693,101.556,6.601,2.0
3,eraser_movie_10_synonym_5_9,5,9,1.2558505535125732,0.546875,0.10309278350515463,1.0,0.05434782608695652,0.17047876290802483,0.6617391304347825,1.9744,101.294,6.584,2.0
53,eraser_movie_10_synonym_5_10,5,10,1.245121717453003,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.6582608695652172,1.9604,102.02,6.631,2.0
91,eraser_movie_10_synonym_5_11,5,11,1.3023412227630615,0.5416666666666666,0.08333333333333333,1.0,0.043478260869565216,0.15207476616811838,0.6552173913043478,1.9728,101.379,6.59,2.0
45,eraser_movie_10_synonym_5_12,5,12,1.2929641008377075,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.641195652173913,1.9688,101.587,6.603,2.0
42,eraser_movie_10_synonym_5_13,5,13,1.171378254890442,0.53125,0.06249999999999999,0.75,0.03260869565217391,0.07907887840742156,0.6619565217391304,1.9752,101.255,6.582,2.0
60,eraser_movie_10_synonym_5_14,5,14,1.3992468118667603,0.53125,0.06249999999999999,0.75,0.03260869565217391,0.07907887840742156,0.6680434782608696,1.9749,101.272,6.583,2.0
44,eraser_movie_10_synonym_5_15,5,15,1.127996802330017,0.5260416666666666,0.02150537634408602,1.0,0.010869565217391304,0.07543786742456422,0.6430434782608695,1.9729,101.375,6.589,2.0
5,eraser_movie_10_synonym_5_16,5,16,1.164325475692749,0.5364583333333334,0.06315789473684211,1.0,0.03260869565217391,0.13135173437318343,0.6869565217391304,1.9868,100.662,6.543,2.0
15,eraser_movie_10_synonym_5_17,5,17,1.2558505535125732,0.546875,0.10309278350515463,1.0,0.05434782608695652,0.17047876290802483,0.6617391304347825,1.9883,100.589,6.538,2.0
88,eraser_movie_10_synonym_5_18,5,18,1.245121717453003,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.6582608695652172,1.9929,100.358,6.523,2.0
54,eraser_movie_10_synonym_5_19,5,19,1.3023412227630615,0.5416666666666666,0.08333333333333333,1.0,0.043478260869565216,0.15207476616811838,0.6552173913043478,1.9657,101.743,6.613,2.0
19,eraser_movie_10_synonym_10_0,10,0,1.1875817775726318,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.6478260869565218,1.9704,101.504,6.598,2.0
95,eraser_movie_10_synonym_10_1,10,1,1.198709487915039,0.5260416666666666,0.02150537634408602,1.0,0.010869565217391304,0.07543786742456422,0.6479347826086957,1.9871,100.65,6.542,2.0
63,eraser_movie_10_synonym_10_2,10,2,1.636345386505127,0.5364583333333334,0.06315789473684211,1.0,0.03260869565217391,0.13135173437318343,0.7121739130434782,1.9692,101.562,6.602,2.0
48,eraser_movie_10_synonym_10_3,10,3,1.1877917051315308,0.5260416666666666,0.02150537634408602,1.0,0.010869565217391304,0.07543786742456422,0.6568478260869566,1.9777,101.127,6.573,2.0
67,eraser_movie_10_synonym_10_4,10,4,1.1585758924484253,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7461956521739129,1.992,100.401,6.526,2.0
94,eraser_movie_10_synonym_10_5,10,5,1.5014971494674683,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7129347826086958,1.9793,101.045,6.568,2.0
38,eraser_movie_10_synonym_10_6,10,6,1.1554111242294312,0.5364583333333334,0.06315789473684211,1.0,0.03260869565217391,0.13135173437318343,0.698804347826087,1.9743,101.299,6.584,2.0
11,eraser_movie_10_synonym_10_7,10,7,1.7075010538101196,0.5260416666666666,0.02150537634408602,1.0,0.010869565217391304,0.07543786742456422,0.7194565217391303,1.9857,100.721,6.547,2.0
6,eraser_movie_10_synonym_10_8,10,8,1.1875817775726318,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.6478260869565218,1.9978,100.109,6.507,2.0
78,eraser_movie_10_synonym_10_9,10,9,1.198709487915039,0.5260416666666666,0.02150537634408602,1.0,0.010869565217391304,0.07543786742456422,0.6479347826086957,1.9694,101.555,6.601,2.0
43,eraser_movie_10_synonym_10_10,10,10,1.636345386505127,0.5364583333333334,0.06315789473684211,1.0,0.03260869565217391,0.13135173437318343,0.7121739130434782,1.9885,100.578,6.538,2.0
23,eraser_movie_10_synonym_10_11,10,11,1.1877917051315308,0.5260416666666666,0.02150537634408602,1.0,0.010869565217391304,0.07543786742456422,0.6568478260869566,1.9834,100.834,6.554,2.0
74,eraser_movie_10_synonym_10_12,10,12,1.1585758924484253,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7461956521739129,1.9816,100.929,6.56,2.0
64,eraser_movie_10_synonym_10_13,10,13,1.5014971494674683,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7129347826086958,1.9626,101.908,6.624,2.0
14,eraser_movie_10_synonym_10_14,10,14,1.1554111242294312,0.5364583333333334,0.06315789473684211,1.0,0.03260869565217391,0.13135173437318343,0.698804347826087,1.9861,100.702,6.546,2.0
27,eraser_movie_10_synonym_10_15,10,15,1.7075010538101196,0.5260416666666666,0.02150537634408602,1.0,0.010869565217391304,0.07543786742456422,0.7194565217391303,1.9625,101.912,6.624,2.0
79,eraser_movie_10_synonym_10_16,10,16,1.1875817775726318,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.6478260869565218,1.9917,100.417,6.527,2.0
8,eraser_movie_10_synonym_10_17,10,17,1.198709487915039,0.5260416666666666,0.02150537634408602,1.0,0.010869565217391304,0.07543786742456422,0.6479347826086957,2.0006,99.969,6.498,2.0
30,eraser_movie_10_synonym_10_18,10,18,1.636345386505127,0.5364583333333334,0.06315789473684211,1.0,0.03260869565217391,0.13135173437318343,0.7121739130434782,1.965,101.779,6.616,2.0
90,eraser_movie_10_synonym_10_19,10,19,1.1877917051315308,0.5260416666666666,0.02150537634408602,1.0,0.010869565217391304,0.07543786742456422,0.6568478260869566,1.9968,100.16,6.51,2.0
71,eraser_movie_10_synonym_20_0,20,0,1.2104957103729248,0.5364583333333334,0.06315789473684211,1.0,0.03260869565217391,0.13135173437318343,0.7011956521739131,1.9876,100.622,6.54,2.0
84,eraser_movie_10_synonym_20_1,20,1,1.4586657285690308,0.5208333333333334,0.0,0.0,0.0,0.0,0.7189130434782609,1.9725,101.392,6.591,2.0
73,eraser_movie_10_synonym_20_2,20,2,1.3061023950576782,0.5260416666666666,0.02150537634408602,1.0,0.010869565217391304,0.07543786742456422,0.7066304347826088,1.9792,101.053,6.568,2.0
28,eraser_movie_10_synonym_20_3,20,3,1.3434699773788452,0.5260416666666666,0.02150537634408602,1.0,0.010869565217391304,0.07543786742456422,0.6966304347826087,1.9856,100.726,6.547,2.0
52,eraser_movie_10_synonym_20_4,20,4,1.3852084875106812,0.5260416666666666,0.02150537634408602,1.0,0.010869565217391304,0.07543786742456422,0.6808695652173913,2.001,99.951,6.497,2.0
22,eraser_movie_10_synonym_20_5,20,5,1.2583562135696411,0.5208333333333334,0.0,0.0,0.0,0.0,0.7230434782608696,1.9672,101.669,6.608,2.0
68,eraser_movie_10_synonym_20_6,20,6,1.439572811126709,0.5208333333333334,0.0,0.0,0.0,0.0,0.7217391304347827,1.9549,102.305,6.65,2.0
50,eraser_movie_10_synonym_20_7,20,7,1.2525285482406616,0.5208333333333334,0.0,0.0,0.0,0.0,0.6719565217391305,1.9736,101.34,6.587,2.0
80,eraser_movie_10_synonym_20_8,20,8,1.2104957103729248,0.5364583333333334,0.06315789473684211,1.0,0.03260869565217391,0.13135173437318343,0.7011956521739131,1.9866,100.672,6.544,2.0
36,eraser_movie_10_synonym_20_9,20,9,1.4586657285690308,0.5208333333333334,0.0,0.0,0.0,0.0,0.7189130434782609,1.9756,101.234,6.58,2.0
17,eraser_movie_10_synonym_20_10,20,10,1.3061023950576782,0.5260416666666666,0.02150537634408602,1.0,0.010869565217391304,0.07543786742456422,0.7066304347826088,1.9889,100.559,6.536,2.0
51,eraser_movie_10_synonym_20_11,20,11,1.3434699773788452,0.5260416666666666,0.02150537634408602,1.0,0.010869565217391304,0.07543786742456422,0.6966304347826087,1.9806,100.979,6.564,2.0
41,eraser_movie_10_synonym_20_12,20,12,1.3852084875106812,0.5260416666666666,0.02150537634408602,1.0,0.010869565217391304,0.07543786742456422,0.6808695652173913,1.9983,100.086,6.506,2.0
13,eraser_movie_10_synonym_20_13,20,13,1.2583562135696411,0.5208333333333334,0.0,0.0,0.0,0.0,0.7230434782608696,1.9748,101.275,6.583,2.0
18,eraser_movie_10_synonym_20_14,20,14,1.439572811126709,0.5208333333333334,0.0,0.0,0.0,0.0,0.7217391304347827,1.9758,101.225,6.58,2.0
39,eraser_movie_10_synonym_20_15,20,15,1.2525285482406616,0.5208333333333334,0.0,0.0,0.0,0.0,0.6719565217391305,1.9872,100.645,6.542,2.0
72,eraser_movie_10_synonym_20_16,20,16,1.2104957103729248,0.5364583333333334,0.06315789473684211,1.0,0.03260869565217391,0.13135173437318343,0.7011956521739131,1.9686,101.598,6.604,2.0
40,eraser_movie_10_synonym_20_17,20,17,1.4586657285690308,0.5208333333333334,0.0,0.0,0.0,0.0,0.7189130434782609,1.9958,100.209,6.514,2.0
47,eraser_movie_10_synonym_20_18,20,18,1.3061023950576782,0.5260416666666666,0.02150537634408602,1.0,0.010869565217391304,0.07543786742456422,0.7066304347826088,1.9994,100.031,6.502,2.0
1,eraser_movie_10_synonym_20_19,20,19,1.3434699773788452,0.5260416666666666,0.02150537634408602,1.0,0.010869565217391304,0.07543786742456422,0.6966304347826087,1.9916,100.42,6.527,2.0
82,eraser_movie_10_synonym_1_0,1,0,0.9644143581390381,0.6302083333333334,0.4227642276422764,0.8387096774193549,0.2826086956521739,0.3158101433188173,0.7884782608695652,2.0326,98.396,6.396,3.0
93,eraser_movie_10_synonym_1_1,1,1,1.1799386739730835,0.6145833333333334,0.3392857142857143,0.95,0.20652173913043478,0.3213847691919362,0.7683695652173912,2.0503,97.546,6.341,3.0
