,0,Synonym %,Model ID,loss,acc,f1,precision,recall,mcc,auc,runtime,samples_per_second,steps_per_second,epoch
96,eraser_movie_10_synonym_1_2,1,2,1.2350187301635742,0.546875,0.17142857142857143,0.6923076923076923,0.09782608695652174,0.11497926470052831,0.6494565217391304,2.0218,98.923,6.43,3.0
77,eraser_movie_10_synonym_1_3,1,3,1.2875804901123047,0.5625,0.22222222222222218,0.75,0.13043478260869565,0.1634605995001022,0.744891304347826,2.0536,97.39,6.33,3.0
92,eraser_movie_10_synonym_1_4,1,4,1.2343876361846924,0.53125,0.06249999999999999,0.75,0.03260869565217391,0.07907887840742156,0.6727173913043478,2.0574,97.211,6.319,3.0
31,eraser_movie_10_synonym_1_5,1,5,1.630954384803772,0.6354166666666666,0.3859649122807018,1.0,0.2391304347826087,0.3750532783976547,0.7945652173913044,2.0501,97.554,6.341,3.0
58,eraser_movie_10_synonym_1_6,1,6,1.11256742477417,0.6614583333333334,0.45378151260504207,1.0,0.29347826086956524,0.42174116783664994,0.881195652173913,2.0562,97.265,6.322,3.0
99,eraser_movie_10_synonym_1_7,1,7,1.2255438566207886,0.53125,0.06249999999999999,0.75,0.03260869565217391,0.07907887840742156,0.719891304347826,2.0521,97.46,6.335,3.0
29,eraser_movie_10_synonym_1_8,1,8,1.2761974334716797,0.5729166666666666,0.21153846153846156,0.9166666666666666,0.11956521739130435,0.2261203988644295,0.8088043478260869,2.0479,97.662,6.348,3.0
97,eraser_movie_10_synonym_1_9,1,9,1.395182728767395,0.5104166666666666,0.06,0.375,0.03260869565217391,-0.043478260869565216,0.6766304347826086,2.0501,97.556,6.341,3.0
66,eraser_movie_10_synonym_1_10,1,10,1.312447190284729,0.5260416666666666,0.042105263157894736,0.6666666666666666,0.021739130434782608,0.04728662437434604,0.6343478260869565,2.0435,97.871,6.362,3.0
24,eraser_movie_10_synonym_1_11,1,11,1.4631723165512085,0.5260416666666666,0.042105263157894736,0.6666666666666666,0.021739130434782608,0.04728662437434604,0.6881521739130435,2.0536,97.392,6.33,3.0
59,eraser_movie_10_synonym_1_12,1,12,1.2807074785232544,0.53125,0.06249999999999999,0.75,0.03260869565217391,0.07907887840742156,0.6511956521739131,2.0432,97.884,6.362,3.0
81,eraser_movie_10_synonym_1_13,1,13,1.012186884880066,0.5729166666666666,0.24074074074074076,0.8125,0.14130434782608695,0.20118227630781807,0.7181521739130434,2.036,98.233,6.385,3.0
16,eraser_movie_10_synonym_1_14,1,14,1.1463383436203003,0.5364583333333334,0.11881188118811882,0.6666666666666666,0.06521739130434782,0.08323467669267418,0.6857608695652173,2.0615,97.019,6.306,3.0
4,eraser_movie_10_synonym_1_15,1,15,1.2255438566207886,0.53125,0.06249999999999999,0.75,0.03260869565217391,0.07907887840742156,0.719891304347826,2.0766,96.312,6.26,3.0
62,eraser_movie_10_synonym_1_16,1,16,1.2761974334716797,0.5729166666666666,0.21153846153846156,0.9166666666666666,0.11956521739130435,0.2261203988644295,0.8088043478260869,2.0462,97.742,6.353,3.0
7,eraser_movie_10_synonym_1_17,1,17,1.395182728767395,0.5104166666666666,0.06,0.375,0.03260869565217391,-0.043478260869565216,0.6766304347826086,2.0457,97.767,6.355,3.0
26,eraser_movie_10_synonym_1_18,1,18,1.312447190284729,0.5260416666666666,0.042105263157894736,0.6666666666666666,0.021739130434782608,0.04728662437434604,0.6343478260869565,2.0555,97.299,6.324,3.0
56,eraser_movie_10_synonym_1_19,1,19,1.4631723165512085,0.5260416666666666,0.042105263157894736,0.6666666666666666,0.021739130434782608,0.04728662437434604,0.6881521739130435,2.0416,97.963,6.368,3.0
75,eraser_movie_10_synonym_2_0,2,0,1.3469749689102173,0.5208333333333334,0.041666666666666664,0.5,0.021739130434782608,0.006082990646724735,0.5695652173913044,2.0669,96.764,6.29,3.0
65,eraser_movie_10_synonym_2_1,2,1,1.086875557899475,0.5416666666666666,0.1020408163265306,0.8333333333333334,0.05434782608695652,0.1273310006664335,0.6980434782608695,2.0476,97.674,6.349,3.0
86,eraser_movie_10_synonym_2_2,2,2,1.2645139694213867,0.5625,0.20754716981132076,0.7857142857142857,0.11956521739130435,0.17209144412382593,0.7346739130434783,2.057,97.228,6.32,3.0
0,eraser_movie_10_synonym_2_3,2,3,1.2700303792953491,0.5260416666666666,0.042105263157894736,0.6666666666666666,0.021739130434782608,0.04728662437434604,0.6793478260869565,2.0256,98.736,6.418,3.0
37,eraser_movie_10_synonym_2_4,2,4,1.301644206047058,0.5260416666666666,0.042105263157894736,0.6666666666666666,0.021739130434782608,0.04728662437434604,0.7090217391304348,2.0606,97.059,6.309,3.0
76,eraser_movie_10_synonym_2_5,2,5,1.4982099533081055,0.515625,0.041237113402061855,0.4,0.021739130434782608,-0.025912771962019777,0.6658695652173914,2.0503,97.546,6.34,3.0
2,eraser_movie_10_synonym_2_6,2,6,1.380864143371582,0.5260416666666666,0.042105263157894736,0.6666666666666666,0.021739130434782608,0.04728662437434604,0.6196739130434783,2.0491,97.605,6.344,3.0
33,eraser_movie_10_synonym_2_7,2,7,1.6405569314956665,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.6717391304347826,2.046,97.754,6.354,3.0
85,eraser_movie_10_synonym_2_8,2,8,1.3469749689102173,0.5208333333333334,0.041666666666666664,0.5,0.021739130434782608,0.006082990646724735,0.5695652173913044,2.0334,98.357,6.393,3.0
61,eraser_movie_10_synonym_2_9,2,9,1.086875557899475,0.5416666666666666,0.1020408163265306,0.8333333333333334,0.05434782608695652,0.1273310006664335,0.6980434782608695,2.042,97.943,6.366,3.0
49,eraser_movie_10_synonym_2_10,2,10,1.2645139694213867,0.5625,0.20754716981132076,0.7857142857142857,0.11956521739130435,0.17209144412382593,0.7346739130434783,2.0416,97.962,6.368,3.0
21,eraser_movie_10_synonym_2_11,2,11,1.2700303792953491,0.5260416666666666,0.042105263157894736,0.6666666666666666,0.021739130434782608,0.04728662437434604,0.6793478260869565,2.0429,97.901,6.364,3.0
35,eraser_movie_10_synonym_2_12,2,12,1.301644206047058,0.5260416666666666,0.042105263157894736,0.6666666666666666,0.021739130434782608,0.04728662437434604,0.7090217391304348,2.0692,96.655,6.283,3.0
46,eraser_movie_10_synonym_2_13,2,13,1.4982099533081055,0.515625,0.041237113402061855,0.4,0.021739130434782608,-0.025912771962019777,0.6658695652173914,2.0446,97.819,6.358,3.0
32,eraser_movie_10_synonym_2_14,2,14,1.380864143371582,0.5260416666666666,0.042105263157894736,0.6666666666666666,0.021739130434782608,0.04728662437434604,0.6196739130434783,2.0559,97.282,6.323,3.0
89,eraser_movie_10_synonym_2_15,2,15,1.6405569314956665,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.6717391304347826,2.0474,97.685,6.349,3.0
34,eraser_movie_10_synonym_2_16,2,16,1.3469749689102173,0.5208333333333334,0.041666666666666664,0.5,0.021739130434782608,0.006082990646724735,0.5695652173913044,2.0654,96.836,6.294,3.0
10,eraser_movie_10_synonym_2_17,2,17,1.086875557899475,0.5416666666666666,0.1020408163265306,0.8333333333333334,0.05434782608695652,0.1273310006664335,0.6980434782608695,2.0495,97.587,6.343,3.0
70,eraser_movie_10_synonym_2_18,2,18,1.2645139694213867,0.5625,0.20754716981132076,0.7857142857142857,0.11956521739130435,0.17209144412382593,0.7346739130434783,2.0625,96.971,6.303,3.0
12,eraser_movie_10_synonym_2_19,2,19,1.2700303792953491,0.5260416666666666,0.042105263157894736,0.6666666666666666,0.021739130434782608,0.04728662437434604,0.6793478260869565,2.0468,97.713,6.351,3.0
69,eraser_movie_10_synonym_5_0,5,0,1.3142675161361694,0.53125,0.08163265306122448,0.6666666666666666,0.043478260869565216,0.06741052976458244,0.7517391304347827,2.0427,97.91,6.364,3.0
87,eraser_movie_10_synonym_5_1,5,1,1.3222914934158325,0.5260416666666666,0.042105263157894736,0.6666666666666666,0.021739130434782608,0.04728662437434604,0.677391304347826,2.0399,98.045,6.373,3.0
9,eraser_movie_10_synonym_5_2,5,2,1.26558256149292,0.5364583333333334,0.06315789473684211,1.0,0.03260869565217391,0.13135173437318343,0.6697826086956521,2.0655,96.827,6.294,3.0
57,eraser_movie_10_synonym_5_3,5,3,1.5143957138061523,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.692608695652174,2.0466,97.723,6.352,3.0
25,eraser_movie_10_synonym_5_4,5,4,1.1216139793395996,0.5572916666666666,0.2201834862385321,0.7058823529411765,0.13043478260869565,0.14144718898138056,0.6826086956521739,2.0742,96.424,6.268,3.0
83,eraser_movie_10_synonym_5_5,5,5,1.285069227218628,0.5364583333333334,0.101010101010101,0.7142857142857143,0.05434782608695652,0.09154998652962187,0.7023913043478262,2.0729,96.482,6.271,3.0
98,eraser_movie_10_synonym_5_6,5,6,1.1466459035873413,0.53125,0.09999999999999999,0.625,0.05434782608695652,0.06086956521739131,0.7618478260869564,2.0489,97.613,6.345,3.0
55,eraser_movie_10_synonym_5_7,5,7,1.260876178741455,0.5364583333333334,0.08247422680412371,0.8,0.043478260869565216,0.1050149179513433,0.7109782608695653,2.0412,97.981,6.369,3.0
20,eraser_movie_10_synonym_5_8,5,8,1.3142675161361694,0.53125,0.08163265306122448,0.6666666666666666,0.043478260869565216,0.06741052976458244,0.7517391304347827,2.0473,97.69,6.35,3.0
3,eraser_movie_10_synonym_5_9,5,9,1.3222914934158325,0.5260416666666666,0.042105263157894736,0.6666666666666666,0.021739130434782608,0.04728662437434604,0.677391304347826,2.0572,97.219,6.319,3.0
53,eraser_movie_10_synonym_5_10,5,10,1.26558256149292,0.5364583333333334,0.06315789473684211,1.0,0.03260869565217391,0.13135173437318343,0.6697826086956521,2.0535,97.396,6.331,3.0
91,eraser_movie_10_synonym_5_11,5,11,1.5143957138061523,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.692608695652174,2.0328,98.385,6.395,3.0
45,eraser_movie_10_synonym_5_12,5,12,1.1216139793395996,0.5572916666666666,0.2201834862385321,0.7058823529411765,0.13043478260869565,0.14144718898138056,0.6826086956521739,2.0536,97.39,6.33,3.0
42,eraser_movie_10_synonym_5_13,5,13,1.285069227218628,0.5364583333333334,0.101010101010101,0.7142857142857143,0.05434782608695652,0.09154998652962187,0.7023913043478262,2.0499,97.564,6.342,3.0
60,eraser_movie_10_synonym_5_14,5,14,1.1466459035873413,0.53125,0.09999999999999999,0.625,0.05434782608695652,0.06086956521739131,0.7618478260869564,2.0481,97.651,6.347,3.0
44,eraser_movie_10_synonym_5_15,5,15,1.260876178741455,0.5364583333333334,0.08247422680412371,0.8,0.043478260869565216,0.1050149179513433,0.7109782608695653,2.0506,97.534,6.34,3.0
5,eraser_movie_10_synonym_5_16,5,16,1.3142675161361694,0.53125,0.08163265306122448,0.6666666666666666,0.043478260869565216,0.06741052976458244,0.7517391304347827,2.0737,96.444,6.269,3.0
15,eraser_movie_10_synonym_5_17,5,17,1.3222914934158325,0.5260416666666666,0.042105263157894736,0.6666666666666666,0.021739130434782608,0.04728662437434604,0.677391304347826,2.0273,98.651,6.412,3.0
88,eraser_movie_10_synonym_5_18,5,18,1.26558256149292,0.5364583333333334,0.06315789473684211,1.0,0.03260869565217391,0.13135173437318343,0.6697826086956521,2.0495,97.583,6.343,3.0
54,eraser_movie_10_synonym_5_19,5,19,1.5143957138061523,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.692608695652174,2.0817,96.074,6.245,3.0
19,eraser_movie_10_synonym_10_0,10,0,1.255715250968933,0.5364583333333334,0.06315789473684211,1.0,0.03260869565217391,0.13135173437318343,0.7340217391304348,2.0391,98.084,6.375,3.0
95,eraser_movie_10_synonym_10_1,10,1,1.4728871583938599,0.546875,0.10309278350515463,1.0,0.05434782608695652,0.17047876290802483,0.6734782608695652,2.0443,97.835,6.359,3.0
63,eraser_movie_10_synonym_10_2,10,2,1.43646240234375,0.5416666666666666,0.08333333333333333,1.0,0.043478260869565216,0.15207476616811838,0.8354347826086954,2.0535,97.394,6.331,3.0
48,eraser_movie_10_synonym_10_3,10,3,1.2956541776657104,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7060869565217391,2.0403,98.025,6.372,3.0
67,eraser_movie_10_synonym_10_4,10,4,1.3550100326538086,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7255434782608694,2.0431,97.888,6.363,3.0
94,eraser_movie_10_synonym_10_5,10,5,1.360568642616272,0.5260416666666666,0.02150537634408602,1.0,0.010869565217391304,0.07543786742456422,0.6803260869565216,2.0587,97.147,6.315,3.0
38,eraser_movie_10_synonym_10_6,10,6,1.2121213674545288,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7001086956521739,2.0292,98.563,6.407,3.0
11,eraser_movie_10_synonym_10_7,10,7,1.6047191619873047,0.5260416666666666,0.02150537634408602,1.0,0.010869565217391304,0.07543786742456422,0.6329347826086956,2.0379,98.14,6.379,3.0
6,eraser_movie_10_synonym_10_8,10,8,1.255715250968933,0.5364583333333334,0.06315789473684211,1.0,0.03260869565217391,0.13135173437318343,0.7340217391304348,2.0682,96.701,6.286,3.0
78,eraser_movie_10_synonym_10_9,10,9,1.4728871583938599,0.546875,0.10309278350515463,1.0,0.05434782608695652,0.17047876290802483,0.6734782608695652,2.0511,97.511,6.338,3.0
43,eraser_movie_10_synonym_10_10,10,10,1.43646240234375,0.5416666666666666,0.08333333333333333,1.0,0.043478260869565216,0.15207476616811838,0.8354347826086954,2.0483,97.644,6.347,3.0
23,eraser_movie_10_synonym_10_11,10,11,1.2956541776657104,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7060869565217391,2.0607,97.054,6.308,3.0
74,eraser_movie_10_synonym_10_12,10,12,1.3550100326538086,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7255434782608694,2.0607,97.054,6.309,3.0
64,eraser_movie_10_synonym_10_13,10,13,1.360568642616272,0.5260416666666666,0.02150537634408602,1.0,0.010869565217391304,0.07543786742456422,0.6803260869565216,2.0708,96.583,6.278,3.0
14,eraser_movie_10_synonym_10_14,10,14,1.2121213674545288,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7001086956521739,2.0527,97.431,6.333,3.0
27,eraser_movie_10_synonym_10_15,10,15,1.6047191619873047,0.5260416666666666,0.02150537634408602,1.0,0.010869565217391304,0.07543786742456422,0.6329347826086956,2.0476,97.676,6.349,3.0
79,eraser_movie_10_synonym_10_16,10,16,1.255715250968933,0.5364583333333334,0.06315789473684211,1.0,0.03260869565217391,0.13135173437318343,0.7340217391304348,2.0628,96.954,6.302,3.0
8,eraser_movie_10_synonym_10_17,10,17,1.4728871583938599,0.546875,0.10309278350515463,1.0,0.05434782608695652,0.17047876290802483,0.6734782608695652,2.0556,97.295,6.324,3.0
30,eraser_movie_10_synonym_10_18,10,18,1.43646240234375,0.5416666666666666,0.08333333333333333,1.0,0.043478260869565216,0.15207476616811838,0.8354347826086954,2.0647,96.869,6.296,3.0
90,eraser_movie_10_synonym_10_19,10,19,1.2956541776657104,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7060869565217391,2.0377,98.149,6.38,3.0
71,eraser_movie_10_synonym_20_0,20,0,1.3042863607406616,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7793478260869565,2.0429,97.902,6.364,3.0
84,eraser_movie_10_synonym_20_1,20,1,1.5869112014770508,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7251086956521738,2.0569,97.235,6.32,3.0
73,eraser_movie_10_synonym_20_2,20,2,1.3340545892715454,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7421739130434784,2.0651,96.847,6.295,3.0
28,eraser_movie_10_synonym_20_3,20,3,1.6596843004226685,0.546875,0.10309278350515463,1.0,0.05434782608695652,0.17047876290802483,0.7175,2.0626,96.964,6.303,3.0
52,eraser_movie_10_synonym_20_4,20,4,1.4066524505615234,0.5416666666666666,0.1020408163265306,0.8333333333333334,0.05434782608695652,0.1273310006664335,0.7568478260869566,2.0411,97.985,6.369,3.0
22,eraser_movie_10_synonym_20_5,20,5,1.2537928819656372,0.546875,0.12121212121212122,0.8571428571428571,0.06521739130434782,0.14717529480078453,0.6864130434782609,2.0443,97.833,6.359,3.0
68,eraser_movie_10_synonym_20_6,20,6,1.5585708618164062,0.5416666666666666,0.08333333333333333,1.0,0.043478260869565216,0.15207476616811838,0.8491304347826086,2.0466,97.725,6.352,3.0
50,eraser_movie_10_synonym_20_7,20,7,1.1437891721725464,0.5364583333333334,0.06315789473684211,1.0,0.03260869565217391,0.13135173437318343,0.7528260869565218,2.0597,97.102,6.312,3.0
80,eraser_movie_10_synonym_20_8,20,8,1.3042863607406616,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7793478260869565,2.0409,97.995,6.37,3.0
36,eraser_movie_10_synonym_20_9,20,9,1.5869112014770508,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7251086956521738,2.0516,97.485,6.337,3.0
17,eraser_movie_10_synonym_20_10,20,10,1.3340545892715454,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7421739130434784,2.0472,97.695,6.35,3.0
51,eraser_movie_10_synonym_20_11,20,11,1.6596843004226685,0.546875,0.10309278350515463,1.0,0.05434782608695652,0.17047876290802483,0.7175,2.039,98.085,6.376,3.0
41,eraser_movie_10_synonym_20_12,20,12,1.4066524505615234,0.5416666666666666,0.1020408163265306,0.8333333333333334,0.05434782608695652,0.1273310006664335,0.7568478260869566,2.0612,97.029,6.307,3.0
13,eraser_movie_10_synonym_20_13,20,13,1.2537928819656372,0.546875,0.12121212121212122,0.8571428571428571,0.06521739130434782,0.14717529480078453,0.6864130434782609,2.0416,97.96,6.367,3.0
18,eraser_movie_10_synonym_20_14,20,14,1.5585708618164062,0.5416666666666666,0.08333333333333333,1.0,0.043478260869565216,0.15207476616811838,0.8491304347826086,2.0526,97.439,6.334,3.0
39,eraser_movie_10_synonym_20_15,20,15,1.1437891721725464,0.5364583333333334,0.06315789473684211,1.0,0.03260869565217391,0.13135173437318343,0.7528260869565218,2.0385,98.109,6.377,3.0
72,eraser_movie_10_synonym_20_16,20,16,1.3042863607406616,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7793478260869565,2.0343,98.316,6.391,3.0
40,eraser_movie_10_synonym_20_17,20,17,1.5869112014770508,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7251086956521738,2.0387,98.1,6.377,3.0
47,eraser_movie_10_synonym_20_18,20,18,1.3340545892715454,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7421739130434784,2.0473,97.69,6.35,3.0
1,eraser_movie_10_synonym_20_19,20,19,1.6596843004226685,0.546875,0.10309278350515463,1.0,0.05434782608695652,0.17047876290802483,0.7175,2.0647,96.864,6.296,3.0
